id,title,artist,category,year,youtube_id,channel,verification_status,notes
mar-discovery-768ee7826878,Sangu Kasa Me,Krishna Bongane,natya-sangeet,,_xvS6fuEH5c,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-7cb80ddd4b3b,Shura Mee Vandile,Shankar Mahadevan; Avadhoot Gupte; Aarya Ambekar; Asmita Chinchalkar,natya-sangeet,,aChFXratYYg,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-5aff0cb38d74,Udo Ga Ambe Udo,Morvekar,marathi-bhakti,,aOmb8X_8x2k,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-6e539d88be61,Too Ashi Javali Raha,Arun Date; Sudha Malhotra,bhavageet,,acnIoSZX8xI,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-aaefc77ec5a5,Namostu Gautama,Sudhir Phadke,marathi-bhakti,,ae32KW9P014,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-c8389ecbf77e,Vadal Vara Sutala Ga,Lata Mangeshkar,folk,,auncvomjzRw,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-bhakti-006,Teerth Vitthal Kshetra Vitthal,Pt. Bhimsen Joshi,marathi-classics; marathi-film,,b2XdXHprhPc,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,Existing identity repaired. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-2fedb0ddf72f,Kashi Nashibana Thatta Aaj Mandali,Sudhir Phadke; Usha Mangeshkar,marathi-classics; marathi-film,,biWDnrlH8Ug,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-dfe76acc0bca,Chal Chal Re Ghode Chal,Baby Devi,folk,,cSyCR0LZqws,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-4f16e6dff89b,Laajun Hasane,Pt. Hridaynath Mangeshkar,bhavageet,,djyjF8MuawY,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-7241ad376b28,Baap Vithuraya,Ajay Gogavale,marathi-bhakti,,4uyrk0MwSS4,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-bc2be81041da,Fulto Jasa Mogra,Abhay Jodhpurkar; Reeshika Mukherjee,romantic; marathi-film,,INW3KtuNGR0,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-bf4707099438,Sakhe,Padmanabh Gaikwad,romantic; marathi-film,,-HHpDb27piY,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-1f07c2a90b8a,Vajat Gajat Yava,Nandesh Umap,marathi-bhakti,,-NCtrwLeUJE,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-7ee02f693162,San Gudi Padvyacha,Vaishali Samant; Ravindra Khomne,folk,,53q9iSBeiUE,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-8b95a13a85c4,Swami Aahet Pathi,Abhijit Sawant,marathi-bhakti,,6XXGUAGV07M,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-8c0a8c204c48,Tujhich Hi Maati,Prakash Prabhakar,folk,,8jzVyjDk6zU,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-758172096c1a,Vitthurayachi Pandhari,Abhay Jodhpurkar,marathi-bhakti,,Dtyr8CNsL8A,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-021cc5d4c242,Ambe Gondhalala Ye,Adarsh Shinde,marathi-bhakti,,P-iKikIl3Yo,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-17186e93bfb0,Halad Lava,Chandan Kamble,folk,,Pto-Zqj72Cg,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-93f186d9d6bf,Majhe Swami,Abhay Jodhpurkar,marathi-bhakti,,W6KpbYWNGew,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-ec0f76664e7d,Sai Dhav Re,Avinash Ambre,marathi-bhakti,,JlCbxiHOFVw,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-ec19250d9486,Gangechya Kathi,Ganesh Bagul; Shubhangi Kedar,folk,,DHFdvWrTk-g,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-a58b5a38431e,Ruperi Valut,Abhijeet Sawant; Vishwaja Jadhav,romantic; marathi-film,,-UDQ6BuUFxc,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-87782ca8143d,Jaadu Kelis Tu,Abhijeet Sawant; Aarya Ambekar,romantic; marathi-film,2026,0v6mpTHU5NA,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-d6f8252a8749,Tula Pahta (Male Version),Rahul Deshpande,romantic; marathi-film,,BNAzRseXKDE,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-78c2c0c2aaf4,Aali Thumkat Naar,Aadarsh Shinde,lavani,,AHwM9Zb4Tzw,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-4e7b891250f5,Naahi Me Bolat,Priyanka Barve,natya-sangeet,,KK7iyhjNCI0,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-cls-021,Aala Aala Vara,Asha Bhosle; Anuradha Paudwal,marathi-classics; marathi-film,,UiQJbR_EhSk,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,Existing identity repaired. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
mar-discovery-74a9b59ef790,Khula Mann,Ravindra Khomane; Anuja Deore,romantic; marathi-film,,097UWbGbMZ8,Saregama Marathi,WATCH_OK_EMBED_ALLOWED,New song. Individual recording identity and description credits reviewed; watch response OK and embeddable. Unknown release year/film left null.
